

"Area","Area_Id","Variable_Name","Variable_Id","Year","Value","Symbol","Md"
"Bangladesh",50,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.127227605,"I","","0"
"Bangladesh",50,"SDG 6.4.1. Water Use Efficiency",4551,2017,5.7151948158,"I","","0"
"Bangladesh",50,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,0.6567599999,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.7455270943,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1992,29.6721422677,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,31.7263806762,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,34.8525466908,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,38.3077986202,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,50.5187964995,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,76.684806136,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,13.968380072,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,13.9199405221,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,15.2835464154,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,18.7862945757,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,24.5711780247,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,34.0201760685,"E","","0"
"Barbados",52,"Total population",4104,1992,262.886,"X","","0"
"Barbados",52,"Total population",4104,1997,268.187,"X","","0"
"Barbados",52,"Total population",4104,2002,273.425,"X","","0"
"Barbados",52,"Total population",4104,2007,278.7,"X","","0"
"Barbados",52,"Total population",4104,2012,283.701,"X","","0"
"Barbados",52,"Total population",4104,2017,286.232,"X","","0"
"Barbados",52,"Gross Domestic Product (GDP)",4112,1992,1.970028303E9,"X","","0"
"Barbados",52,"Gross Domestic Product (GDP)",4112,1997,2.588836721E9,"X","","0"
"Barbados",52,"Gross Domestic Product (GDP)",4112,2002,3.200677486E9,"X","","0"
"Barbados",52,"Gross Domestic Product (GDP)",4112,2007,4.674E9,"X","","0"
"Barbados",52,"Gross Domestic Product (GDP)",4112,2012,4.610095995E9,"X","","0"
"Barbados",52,"Gross Domestic Product (GDP)",4112,2017,4.978153889E9,"X","","0"
"Barbados",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,93.75,"I","","0"
"Barbados",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,101.25,"E","","0"
"Barbados",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,101.25,"E","","0"
"Barbados",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,87.5,"I","","0"
"Barbados",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,87.5,"I","","0"
"Barbados",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,87.5,"I","","0"
"Barbados",52,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,68.5,"I","","0"
"Barbados",52,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,68.5,"I","","0"
"Barbados",52,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,68.5,"I","","0"
"Barbados",52,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,68.5,"I","","0"
"Barbados",52,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,68.5,"I","","0"
"Barbados",52,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,68.5,"I","","0"
"Barbados",52,"SDG 6.4.2. Water Stress",4550,1992,93.75,"I","","0"
"Barbados",52,"SDG 6.4.2. Water Stress",4550,1997,101.25,"E","","0"
"Barbados",52,"SDG 6.4.2. Water Stress",4550,2002,101.25,"E","","0"
"Barbados",52,"SDG 6.4.2. Water Stress",4550,2007,87.5,"I","","0"
"Barbados",52,"SDG 6.4.2. Water Stress",4550,2012,87.5,"I","","0"
"Barbados",52,"SDG 6.4.2. Water Stress",4550,2017,87.5,"I","","0"
"Barbados",52,"SDG 6.4.1. Water Use Efficiency",4551,2007,55.5071870847,"I","","0"
"Barbados",52,"SDG 6.4.1. Water Use Efficiency",4551,2012,50.2470203519,"I","","0"
"Barbados",52,"SDG 6.4.1. Water Use Efficiency",4551,2017,52.0969395628,"I","","0"
"Barbados",52,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2007,0.6509925024,"E","","0"
"Barbados",52,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,0.7196018612,"E","","0"
"Barbados",52,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.9119304489,"E","","0"
"Barbados",52,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,87.8201719751,"E","","0"
"Barbados",52,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,85.4215270706,"E","","0"
"Barbados",52,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,107.9707298587,"E","","0"
"Barbados",52,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,88.5093856218,"E","","0"
"Barbados",52,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,82.5368106445,"E","","0"
"Barbados",52,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,151.4933867092,"E","","0"
"Barbados",52,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,164.8425773848,"E","","0"
"Barbados",52,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,189.5494619802,"E","","0"
"Barbados",52,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,174.0908137828,"E","","0"
"Barbados",52,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,182.9075044996,"E","","0"
"Belarus",112,"Total population",4104,1992,10154.334,"X","","0"
"Belarus",112,"Total population",4104,1997,10009.394,"X","","0"
"Belarus",112,"Total population",4104,2002,9745.923,"X","","0"
"Belarus",112,"Total population",4104,2007,9480.515,"X","","0"
"Belarus",112,"Total population",4104,2012,9417.046,"X","","0"
"Belarus",112,"Total population",4104,2017,9450.231,"X","","0"
"Belarus",112,"Gross Domestic Product (GDP)",4112,1992,1.8353681998E10,"X","","0"
"Belarus",112,"Gross Domestic Product (GDP)",4112,1997,1.4574579172E10,"X","","0"
"Belarus",112,"Gross Domestic Product (GDP)",4112,2002,1.5088618674E10,"X","","0"
"Belarus",112,"Gross Domestic Product (GDP)",4112,2007,4.6807243743E10,"X","","0"
"Belarus",112,"Gross Domestic Product (GDP)",4112,2012,6.5685908728E10,"X","","0"
"Belarus",112,"Gross Domestic Product (GDP)",4112,2017,5.4725418814E10,"X","","0"
"Belarus",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,3.3208981002,"I","","0"
"Belarus",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,3.0822107081,"I","","0"
"Belarus",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.8373056995,"I","","0"
"Belarus",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.6344271733,"I","","0"
"Belarus",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.4127806563,"E","","0"
"Belarus",112,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,0.893955095,"I","","0"
"Belarus",112,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,0.7405872193,"I","","0"
"Belarus",112,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,0.7492227979,"I","","0"
"Belarus",112,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,0.8341968912,"I","","0"
"Belarus",112,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.7443868739,"E","","0"
"Belarus",112,"SDG 6.4.2. Water Stress",4550,1997,6.3375082399,"E","","0"
"Belarus",112,"SDG 6.4.2. Water Stress",4550,2002,5.8820039552,"E","","0"
"Belarus",112,"SDG 6.4.2. Water Stress",4550,2007,5.4146341463,"E","","0"
"Belarus",112,"SDG 6.4.2. Water Stress",4550,2012,5.0274664909,"E","","0"
"Belarus",112,"SDG 6.4.2. Water Stress",4550,2017,4.6044825313,"E","","0"
"Belarus",112,"SDG 6.4.1. Water Use Efficiency",4551,2012,29.840030687,"I","","0"
"Belarus",112,"SDG 6.4.1. Water Use Efficiency",4551,2017,32.0274132721,"E","","0"
"Belarus",112,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,0.0773445933,"E","","0"
"Belarus",112,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.0659447779,"E","","0"
"Belarus",112,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,12.196369048,"E","","0"
"Belarus",112,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,15.9150672166,"E","","0"
"Belarus",112,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,28.9267019825,"E","","0"
"Belarus",112,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,39.3134883714,"E","","0"
"Belarus",112,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,35.1418820482,"E","","0"
"Belarus",112,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,10.730140494,"E","","0"
"Belarus",112,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,16.0551800804,"E","","0"
"Belarus",112,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,28.2131146876,"E","","0"
"Belarus",112,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,47.3336364818,"E","","0"
"Belarus",112,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,55.7285284788,"E","","0"
"Belgium",56,"Total population",4104,1992,10016.0,"X","","6604"
"Belgium",56,"Total population",4104,1997,10193.0,"X","","6604"
"Belgium",56,"Total population",4104,2002,10364.885,"X","","0"
"Belgium",56,"Total population",4104,2007,10697.572,"X","","0"
"Belgium",56,"Total population",4104,2012,11085.358,"X","","0"
"Belgium",56,"Total population",4104,2017,11419.748,"X","","0"
"Belgium",56,"Gross Domestic Product (GDP)",4112,1992,2.34791878134E11,"X","","0"
"Belgium",56,"Gross Domestic Product (GDP)",4112,1997,2.5270474889E11,"X","","0"
"Belgium",56,"Gross Domestic Product (GDP)",4112,2002,2.57169518031E11,"X","","0"
"Belgium",56,"Gross Domestic Product (GDP)",4112,2007,4.70300114626E11,"X","","0"
"Belgium",56,"Gross Domestic Product (GDP)",4112,2012,4.96181260258E11,"X","","0"
"Belgium",56,"Gross Domestic Product (GDP)",4112,2017,5.04250025367E11,"X","","0"
"Belgium",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,45.9397814208,"I","","0"
"Belgium",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,42.0218579235,"E","","0"
"Belgium",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,36.8071038251,"E","","0"
"Belgium",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,33.956284153,"E","","0"
"Belgium",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,28.9617486339,"E","","0"
"Belgium",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,21.825136612,"I","","0"
"Belgium",56,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,0.4493989071,"I","","0"
"Belgium",56,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,0.087431694,"E","","0"
"Belgium",56,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,0.2087431694,"E","","0"
"Belgium",56,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,0.2016393443,"E","","0"
"Belgium",56,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,0.1967213115,"E","","0"
"Belgium",56,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.2459016393,"I","","0"
"Belgium",56,"SDG 6.4.2. Water Stress",4550,1992,103.2798525799,"E","","0"
"Belgium",56,"SDG 6.4.2. Water Stress",4550,1997,94.4717444717,"E","","0"
"Belgium",56,"SDG 6.4.2. Water Stress",4550,2002,82.7481572482,"E","","0"
"Belgium",56,"SDG 6.4.2. Water Stress",4550,2007,76.3390663391,"E","","0"
"Belgium",56,"SDG 6.4.2. Water Stress",4550,2012,65.1105651106,"E","","0"
"Belgium",56,"SDG 6.4.2. Water Stress",4550,2017,49.0663390663,"E","","0"
"Belgium",56,"SDG 6.4.1. Water Use Efficiency",4551,2007,60.8143877066,"I","","0"
"Belgium",56,"SDG 6.4.1. Water Use Efficiency",4551,2012,78.7330364054,"I","","0"
"Belgium",56,"SDG 6.4.1. Water Use Efficiency",4551,2017,106.0715151741,"I","","0"
"Belgium",56,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2007,1.2027611737,"E","","0"
"Belgium",56,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,1.1769284461,"E","","0"
"Belgium",56,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.7948534201,"E","","0"
"Belgium",56,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1992,9.4493608793,"E","","0"
"Belgium",56,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,11.3437649284,"E","","0"
"Belgium",56,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,13.432859842,"E","","0"
"Belgium",56,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,15.7157478474,"E","","0"
"Belgium",56,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,18.4219177611,"E","","0"
"Belgium",56,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,25.4668315183,"E","","0"
"Belgium",56,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,253.5744657126,"E","","0"
"Belgium",56,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,248.6016591292,"E","","0"
"Belgium",56,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,343.0963621169,"E","","0"
"Belgium",56,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,400.336918172,"E","","0"
"Belgium",56,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,434.7178434507,"E","","0"
"Belgium",56,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,462.6053234475,"E","","0"
"Belize",84,"Total population",4104,1992,194.324,"X","","0"
"Belize",84,"Total population",4104,1997,221.58,"X","","0"
"Belize",84,"Total population",4104,2002,262.378,"X","","0"
"Belize",84,"Total population",4104,2007,299.025,"X","","0"
"Belize",84,"Total population",4104,2012,338.0,"X","","0"
"Belize",84,"Total population",4104,2017,375.769,"X","","0"
"Belize",84,"Gross Domestic Product (GDP)",4112,1992,5.18239092E8,"X","","0"
"Belize",84,"Gross Domestic Product (GDP)",4112,1997,6.54314354E8,"X","","0"
"Belize",84,"Gross Domestic Product (GDP)",4112,2002,9.25063215E8,"X","","0"
"Belize",84,"Gross Domestic Product (GDP)",4112,2007,1.271599933E9,"X","","0"
"Belize",84,"Gross Domestic Product (GDP)",4112,2012,1.52289979E9,"X","","0"
"Belize",84,"Gross Domestic Product (GDP)",4112,2017,1.836593466E9,"X","","0"
"Belize",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,0.1630878477,"E","","0"
"Belize",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,0.3456558165,"E","","0"
"Belize",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.4647096715,"E","","0"
"Belize",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.4647096715,"E","","0"
"Belize",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.4647096715,"E","","0"
"Belize",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4647096715,"E","","0"
"Belize",84,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,0.0904880218,"I","","0"
"Belize",84,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,0.2192746059,"E","","0"
"Belize",84,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,0.3147142726,"E","","0"
"Belize",84,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,0.3147142726,"E","","0"
"Belize",84,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,0.3147142726,"E","","0"
"Belize",84,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.3147142726,"E","","0"
"Belize",84,"SDG 6.4.2. Water Stress",4550,1992,0.4422948942,"E","","0"
"Belize",84,"SDG 6.4.2. Water Stress",4550,1997,0.9374199546,"E","","0"
"Belize",84,"SDG 6.4.2. Water Stress",4550,2002,1.2602944847,"E","","0"
"Belize",84,"SDG 6.4.2. Water Stress",4550,2007,1.2602944847,"E","","0"
"Belize",84,"SDG 6.4.2. Water Stress",4550,2012,1.2602944847,"E","","0"
"Belize",84,"SDG 6.4.2. Water Stress",4550,2017,1.2602944847,"E","","0"
"Belize",84,"SDG 6.4.1. Water Use Efficiency",4551,1997,8.1795024142,"I","","0"
"Belize",84,"SDG 6.4.1. Water Use Efficiency",4551,2002,8.9515036522,"I","","0"
"Belize",84,"SDG 6.4.1. Water Use Efficiency",4551,2007,11.2746848693,"I","","0"
"Belize",84,"SDG 6.4.1. Water Use Efficiency",4551,2012,12.3203525362,"I","","0"
"Belize",84,"SDG 6.4.1. Water Use Efficiency",4551,2017,13.2831854041,"I","","0"
"Belize",84,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,1997,0.1386549037,"E","","0"
"Belize",84,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2002,0.1235852354,"E","","0"
"Belize",84,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2007,0.1475097108,"E","","0"
"Belize",84,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,0.1753038224,"E","","0"
"Belize",84,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.1455672123,"E","","0"
"Belize",84,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1992,14.6338809643,"E","","0"
"Belize",84,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,7.1735958124,"E","","0"
"Belize",84,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,7.4825432681,"E","","0"
"Belize",84,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,10.1844801539,"E","","0"
"Belize",84,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,11.7079215108,"E","","0"
"Belize",84,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,8.6198148325,"E","","0"
"Belize",84,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,55.544641123,"E","","0"
"Belize",84,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,43.9866559856,"E","","0"
"Belize",84,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,64.650765043,"E","","0"
"Belize",84,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,80.0651340627,"E","","0"
"Belize",84,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,86.3295516382,"E","","0"
"Belize",84,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,100.7811275477,"E","","0"
"Benin",204,"Total population",4104,1992,5331.803,"X","","0"
"Benin",204,"Total population",4104,1997,6281.639,"X","","0"
"Benin",204,"Total population",4104,2002,7295.394,"X","","0"
"Benin",204,"Total population",4104,2007,8454.793,"X","","0"
"Benin",204,"Total population",4104,2012,9729.249,"X","","0"
"Benin",204,"Total population",4104,2017,11175.198,"X","","0"
"Benin",204,"Gross Domestic Product (GDP)",4112,1992,2.283484177E9,"X","","0"
"Benin",204,"Gross Domestic Product (GDP)",4112,1997,2.451384217E9,"X","","0"
"Benin",204,"Gross Domestic Product (GDP)",4112,2002,3.054599761E9,"X","","0"
"Benin",204,"Gross Domestic Product (GDP)",4112,2007,5.969435195E9,"X","","0"
"Benin",204,"Gross Domestic Product (GDP)",4112,2012,8.117076858E9,"X","","0"
"Benin",204,"Gross Domestic Product (GDP)",4112,2017,9.269331673E9,"X","","0"
"Benin",204,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,0.5447612732,"E","","0"
"Benin",204,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,0.5433605803,"E","","0"
"Benin",204,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.4926108374,"I","","0"
"Benin",204,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.4926108374,"I","","0"
"Benin",204,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.4926108374,"I","","0"
"Benin",204,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4926108374,"I","","0"
"Benin",204,"Agricultural water withdrawal as % of total renewable water resources",4273,1992,0.3397120121,"I","","0"
"Benin",204,"Agricultural water withdrawal as % of total renewable water resources",4273,1997,0.3058517837,"I","","0"
"Benin",204,"Agricultural water withdrawal as % of total renewable water resources",4273,2002,0.2235695339,"I","","0"
"Benin",204,"Agricultural water withdrawal as % of total renewable water resources",4273,2007,0.2235695339,"I","","0"
"Benin",204,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,0.2235695339,"I","","0"
"Benin",204,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.2235695339,"I","","0"
"Benin",204,"SDG 6.4.2. Water Stress",4550,1992,1.0784883721,"E","","0"
"Benin",204,"SDG 6.4.2. Water Stress",4550,1997,1.0757153574,"E","","0"
"Benin",204,"SDG 6.4.2. Water Stress",4550,2002,0.975243811,"E","","0"
"Benin",204,"SDG 6.4.2. Water Stress",4550,2007,0.975243811,"E","","0"
"Benin",204,"SDG 6.4.2. Water Stress",4550,2012,0.975243811,"E","","0"
"Benin",204,"SDG 6.4.2. Water Stress",4550,2017,0.975243811,"E","","0"
"Benin",204,"SDG 6.4.1. Water Use Efficiency",4551,1997,17.9654837753,"I","","0"
"Benin",204,"SDG 6.4.1. Water Use Efficiency",4551,2002,23.37349399,"I","","0"
"Benin",204,"SDG 6.4.1. Water Use Efficiency",4551,2007,21.1382051,"I","","0"
"Benin",204,"SDG 6.4.1. Water Use Efficiency",4551,2012,20.94717801,"I","","0"
"Benin",204,"SDG 6.4.1. Water Use Efficiency",4551,2017,27.2619013336,"I","","0"
"Benin",204,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,1997,0.0782145816,"E","","0"
"Benin",204,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2002,0.0909307226,"E","","0"
"Benin",204,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2007,0.2519354766,"E","","0"
"Benin",204,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,0.2505028199,"E","","0"
"Benin",204,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.3265373411,"E","","0"
"Benin",204,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1992,15.9354367336,"E","","0"
"Benin",204,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,43.0063942469,"E","","0"
"Benin",204,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,46.5652022325,"E","","0"
"Benin",204,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,46.6415449831,"E","","0"
"Benin",204,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,45.3482823104,"E","","0"
"Benin",204,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,64.6204297392,"E","","0"
"Benin",204,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,46.2615902829,"E","","0"
"Benin",204,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,39.5538751293,"E","","0"
"Benin",204,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,37.0098155374,"E","","0"
"Benin",204,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,26.1463643327,"E","","0"
"Benin",204,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,24.5207635533,"E","","0"
"Benin",204,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,30.492457357,"E","","0"
"Bhutan",64,"Total population",4104,1992,534.516,"X","","0"
"Bhutan",64,"Total population",4104,1997,551.709,"X","","0"
"Bhutan",64,"Total population",4104,2002,616.018,"X","","0"
"Bhutan",64,"Total population",4104,2007,664.876,"X","","0"
"Bhutan",64,"Total population",4104,2012,701.581,"X","","0"
"Bhutan",64,"Total population",4104,2017,745.563,"X","","0"
"Bhutan",64,"Gross Domestic Product (GDP)",4112,1992,2.34703243E8,"X","","0"
"Bhutan",64,"Gross Domestic Product (GDP)",4112,1997,3.56322548E8,"X","","0"
"Bhutan",64,"Gross Domestic Product (GDP)",4112,2002,5.37046607E8,"X","","0"
"Bhutan",64,"Gross Domestic Product (GDP)",4112,2007,1.196090841E9,"X","","0"
"Bhutan",64,"Gross Domestic Product (GDP)",4112,2012,1.823690131E9,"X","","0"
"Bhutan",64,"Gross Domestic Product (GDP)",4112,2017,2.528009185E9,"X","","0"
"Bhutan",64,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.4332051282,"I","","0"
"Bhutan",64,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4332051282,"I","","0"
"Bhutan",64,"Agricultural water withdrawal as % of total renewable water resources",4273,2012,0.4076923077,"I","","0"
"Bhutan",64,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.4076923077,"I","","0"
"Bhutan",64,"SDG 6.4.2. Water Stress",4550,2012,1.4138075314,"E","","0"
"Bhutan",64,"SDG 6.4.2. Water Stress",4550,2017,1.4138075314,"E","","0"
"Bhutan",64,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.4699809318,"I","","0"
"Bhutan",64,"SDG 6.4.1. Water Use Efficiency",4551,2017,5.8605246927,"I","","0"
"Bhutan",64,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2012,0.3609708407,"E","","0"
"Bhutan",64,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.5392355045,"E","","0"
"Bhutan",64,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1992,38.0795012069,"E","","0"
"Bhutan",64,"SDG 6.4.1. Industrial Water Use Efficiency",4553,1997,46.3761502889,"E","","0"
"Bhutan",64,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2002,82.3173102387,"E","","0"
"Bhutan",64,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2007,101.3090562632,"E","","0"
"Bhutan",64,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2012,172.8216172012,"E","","0"
"Bhutan",64,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,212.2096371155,"E","","0"
"Bhutan",64,"SDG 6.4.1. Services Water Use Efficiency",4554,1992,19.0781399497,"E","","0"
"Bhutan",64,"SDG 6.4.1. Services Water Use Efficiency",4554,1997,20.8765440735,"E","","0"
"Bhutan",64,"SDG 6.4.1. Services Water Use Efficiency",4554,2002,25.5230381157,"E","","0"
"Bhutan",64,"SDG 6.4.1. Services Water Use Efficiency",4554,2007,41.8478820059,"E","","0"
"Bhutan",64,"SDG 6.4.1. Services Water Use Efficiency",4554,2012,51.6235279986,"E","","0"
"Bhutan",64,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,68.9853849619,"E","","0"
