"Egypt","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,1997,11.049312167,"E",,2002,15.4943327957,"E",,2007,30.2539062837,"E",,2012,89.2942508184,"E",,2017,20.141636108,"E",,,,"",
"Egypt","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,1997,17.307132052,"E",,2002,15.6829141344,"E",,2007,14.5394989734,"E",,2012,16.2852899016,"E",,2017,17.7637395308,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"El Salvador","Total population (1000 inhab)",1992,5416.323,"X",,1997,5746.284,"X",,2002,5962.136,"X",,2007,6105.81,"X",,2012,6237.923,"X",,2017,6388.126,"X",,,,"",
"El Salvador","Gross Domestic Product (GDP) (current US$)",1992,5.813399327E9,"X",,1997,1.022170588E10,"X",,2002,1.2664190271E10,"X",,2007,1.7011750854E10,"X",,2012,2.1386153018E10,"X",,2017,2.4927973702E10,"X",,,,"",
"El Salvador","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,2.7746478873,"E",,1997,4.3137133612,"I",,2002,6.3672630377,"I",,2007,8.0624286258,"I",,2012,8.0624286258,"I",,2017,8.0624286258,"I",,,,"",
"El Salvador","Agricultural water withdrawal as % of total renewable water resources (%)",1992,1.2790255044,"E",,1997,2.2877807385,"I",,2002,3.914731633,"I",,2007,5.4472782642,"I",,2012,5.4472782642,"I",,2017,5.4472782642,"I",,,,"",
"El Salvador","SDG 6.4.2. Water Stress (%)",1992,4.547099189,"E",,1997,7.0693231441,"E",,2002,10.4346849657,"E",,2007,13.2127261385,"E",,2012,13.2127261385,"E",,2017,13.2127261385,"E",,,,"",
"El Salvador","SDG 6.4.1. Water Use Efficiency (US$/m3)",1992,13.8820030898,"I",,1997,11.6719492388,"I",,2002,9.5240970122,"I",,2007,8.5179375409,"I",,2012,8.9200102866,"I",,2017,9.990202639,"I",,,,"",
"El Salvador","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,0.3151471576,"E",,1997,0.1877203243,"E",,2002,0.0550534777,"E",,2007,0.055929127,"E",,2012,0.0510156941,"E",,2017,0.0438929116,"E",,,,"",
"El Salvador","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,20.5650730021,"E",,1997,18.3491176053,"E",,2002,19.7533216134,"E",,2007,21.3739443871,"E",,2012,22.6902316467,"E",,2017,25.0151591616,"E",,,,"",
"El Salvador","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,28.4188011229,"E",,1997,28.5205764477,"E",,2002,27.2997623598,"E",,2007,28.2875674608,"E",,2012,29.5075084133,"E",,2017,33.266264834,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Equatorial Guinea","Total population (1000 inhab)",1992,447.266,"X",,1997,536.46,"X",,2002,658.384,"X",,2007,821.687,"X",,2012,1031.191,"X",,2017,1262.002,"X",,,,"",
"Equatorial Guinea","Gross Domestic Product (GDP) (current US$)",1992,2.02462541E8,"X",,1997,6.53628167E8,"X",,2002,2.716640964E9,"X",,2007,1.3071717523E10,"X",,2012,2.2389603208E10,"X",,2017,1.2517670733E10,"X",,,,"",
"Equatorial Guinea","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,0.049408284,"I",,1997,0.0603550296,"I",,2002,0.0706153846,"E",,2007,0.0761538462,"E",,2012,0.0761538462,"E",,2017,0.0761538462,"E",,,,"",
"Equatorial Guinea","Agricultural water withdrawal as % of total renewable water resources (%)",1992,0.0028994083,"I",,1997,0.0034911243,"I",,2002,0.0038461538,"I",,2007,0.0038461538,"I",,2012,0.0038461538,"I",,2017,0.0038461538,"I",,,,"",
"Equatorial Guinea","SDG 6.4.2. Water Stress (%)",1992,0.1190561061,"E",,1997,0.1454338062,"E",,2002,0.1701575533,"E",,2007,0.1835032437,"E",,2012,0.1835032437,"E",,2017,0.1835032437,"E",,,,"",
"Equatorial Guinea","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Equatorial Guinea","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Equatorial Guinea","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,68.9651304206,"E",,1997,564.2445506372,"E",,2002,1636.4646082681,"E",,2007,3241.0739553687,"E",,2012,3857.5105600734,"E",,2017,2136.603056402,"E",,,,"",
"Equatorial Guinea","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,33.9166516601,"E",,1997,26.6408133986,"E",,2002,111.9580560992,"E",,2007,134.825835129,"E",,2012,222.7619489521,"E",,2017,317.1616864011,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Eritrea","Total population (1000 inhab)",,,"",,1997,2195.179,"X",,2002,2481.058,"X",,2007,2996.536,"X",,2012,3250.1,"X",,2017,3412.893,"X",,,,"",
"Eritrea","Gross Domestic Product (GDP) (current US$)",,,"",,1997,7.8206582E8,"X",,2002,7.29321669E8,"X",,2007,1.317974493E9,"X",,2012,3.060534091E9,"X",,2017,5.928331759E9,"X",,,,"",
"Eritrea","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,2002,6.8038277512,"I",,2007,7.956254272,"I",,2012,7.956254272,"I",,2017,7.956254272,"I",,,,"",
"Eritrea","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,2002,5.7416267943,"I",,2007,7.5187969925,"I",,2012,7.5187969925,"I",,2017,7.5187969925,"I",,,,"",
"Eritrea","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,2002,9.5564516129,"E",,2007,11.1751152074,"E",,2012,11.1751152074,"E",,2017,11.1751152074,"E",,,,"",
"Eritrea","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,5.6045880873,"I",,2007,4.457417802,"I",,2012,5.6429231436,"I",,2017,6.872905433,"I",,,,"",
"Eritrea","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,0.022090175,"E",,2007,0.0338171687,"E",,2012,0.0248581742,"E",,2017,0.0311051563,"E",,,,"",
"Eritrea","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,23.6706986614,"E",,2007,645.0996002707,"E",,2012,848.2012620962,"E",,2017,1051.0639470677,"E",,,,"",
"Eritrea","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,43.97085684,"E",,2007,62.2747779898,"E",,2012,78.1389681186,"E",,2017,94.576102546,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Estonia","Total population (1000 inhab)",1992,1520.813,"X",,1997,1409.673,"X",,2002,1382.732,"X",,2007,1344.296,"X",,2012,1323.159,"X",,2017,1319.39,"X",,,,"",
"Estonia","Gross Domestic Product (GDP) (current US$)",1992,4.334703091E9,"X",,1997,5.147679157E9,"X",,2002,7.37254753E9,"X",,2007,2.2440779215E10,"X",,2012,2.3192709239E10,"X",,2017,2.6859101054E10,"X",,,,"",
"Estonia","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,20.5372481649,"E",,1997,10.728006961,"I",,2002,11.0370138997,"E",,2007,14.3206309542,"E",,2012,12.7362173981,"E",,2017,13.9309698579,"E",,,,"",
"Estonia","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,1997,0.1511791348,"I",,2002,0.2342651882,"E",,2007,0.059347181,"E",,2012,0.0351397782,"E",,2017,0.0351397782,"E",,,,"",
"Estonia","SDG 6.4.2. Water Stress (%)",1992,28.4632034632,"E",,1997,14.8682745826,"E",,2002,15.2965367965,"E",,2007,19.8474025974,"E",,2012,17.6515151515,"E",,2017,19.3073593074,"E",,,,"",
"Estonia","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,1997,7.2434745322,"I",,2002,9.5637258525,"I",,2007,10.7411304749,"I",,2012,11.1925977556,"I",,2017,11.8218249353,"I",,,,"",
"Estonia","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,1997,0.0738308025,"E",,2002,0.0535609735,"E",,2007,0.2074311971,"E",,2012,0.1464576718,"E",,2017,0.1109954721,"E",,,,"",
"Estonia","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,1.3632853679,"E",,1997,2.1740096134,"E",,2002,2.4984380974,"E",,2007,3.7356931225,"E",,2012,2.9687170623,"E",,2017,2.9660449376,"E",,,,"",
"Estonia","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,1997,84.8938760741,"E",,2002,123.3058251306,"E",,2007,198.6307826147,"E",,2012,223.0889455305,"E",,2017,269.2880893898,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Eswatini","Total population (1000 inhab)",1992,866.993,"X",,1997,963.426,"X",,2002,1019.059,"X",,2007,1042.652,"X",,2012,1079.288,"X",,2017,1124.805,"X",,,,"",
"Eswatini","Gross Domestic Product (GDP) (current US$)",1992,1.474649319E9,"X",,1997,1.927098015E9,"X",,2002,1.432221789E9,"X",,2007,3.469373127E9,"X",,2012,4.886620379E9,"X",,2017,4.446225564E9,"X",,,,"",
"Eswatini","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,19.689578714,"E",,1997,21.8237250554,"E",,2002,23.3348115299,"E",,2007,23.6807095344,"E",,2012,23.6807095344,"E",,2017,23.6807095344,"E",,,,"",
"Eswatini","Agricultural water withdrawal as % of total renewable water resources (%)",1992,18.9711751663,"I",,1997,21.0554323725,"I",,2002,22.3059866962,"I",,2007,22.3059866962,"I",,2012,22.3059866962,"I",,2017,22.3059866962,"I",,,,"",
"Eswatini","SDG 6.4.2. Water Stress (%)",1992,64.4880174292,"E",,1997,71.4778503994,"E",,2002,76.4270152505,"E",,2007,77.559912854,"E",,2012,77.559912854,"E",,2017,77.559912854,"E",,,,"",
"Eswatini","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,2.1840556102,"I",,2007,2.8180489029,"I",,2012,3.141061812,"I",,2017,3.5324106712,"I",,,,"",
"Eswatini","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,0.0992511262,"E",,2007,0.1078286695,"E",,2012,0.1182802233,"E",,2017,0.1071637812,"E",,,,"",
"Eswatini","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,52.3664133307,"E",,1997,72.076463054,"E",,2002,64.01765902,"E",,2007,63.0242118279,"E",,2012,65.0973345211,"E",,2017,66.1535301757,"E",,,,"",
"Eswatini","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,59.1408274313,"E",,1997,55.4686193744,"E",,2002,39.0575721095,"E",,2007,38.6585811608,"E",,2012,45.7179003859,"E",,2017,55.5794130332,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Ethiopia","Total population (1000 inhab)",,,"",,1997,60697.443,"X",,2002,70142.091,"X",,2007,80674.348,"X",,2012,92726.985,"X",,2017,106399.924,"X",,,,"",
"Ethiopia","Gross Domestic Product (GDP) (current US$)",,,"",,1997,8.521562903E9,"X",,2002,7.691050743E9,"X",,2007,1.8991964042E10,"X",,2012,4.2210509593E10,"X",,2017,7.678478438E10,"X",,,,"",
"Ethiopia","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,2002,4.5557377049,"E",,2007,6.8442548435,"I",,2012,7.8450894188,"E",,2017,8.6459836066,"E",,,,"",
"Ethiopia","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,2002,4.2655737705,"E",,2007,6.1381520119,"I",,2012,7.1392697466,"I",,2017,7.9401639344,"I",,,,"",
"Ethiopia","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,2002,16.996941896,"E",,2007,25.5351403948,"E",,2012,29.2691409508,"E",,2017,32.2571865443,"E",,,,"",
"Ethiopia","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,1.8554158445,"E",,2007,1.7618393994,"E",,2012,2.452080984,"E",,2017,4.3175479307,"E",,,,"",
"Ethiopia","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,0.0734093057,"E",,2007,0.0598170477,"E",,2012,0.08086381,"E",,2017,0.0826178202,"E",,,,"",
"Ethiopia","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,94.5862478406,"E",,2007,54.9274242159,"E",,2012,79.3155534056,"E",,2017,331.9869227906,"E",,,,"",
"Ethiopia","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,23.8560601574,"E",,2007,14.1439616175,"E",,2012,23.1006767609,"E",,2017,34.2926873442,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Faroe Islands","Total population (1000 inhab)",1992,46.739,"X",,1997,45.796,"X",,2002,47.233,"X",,2007,47.825,"X",,2012,47.843,"X",,2017,48.331,"X",,,,"",
"Faroe Islands","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,2002,1.268445919E9,"X",,2007,2.278229533E9,"X",,2012,2.356505419E9,"X",,2017,2.613458942E9,"I",,,,"",
"Faroe Islands","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Faroe Islands","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Faroe Islands","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Faroe Islands","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Faroe Islands","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Faroe Islands","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Faroe Islands","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Fiji","Total population (1000 inhab)",1992,744.469,"X",,1997,792.736,"X",,2002,815.257,"X",,2007,836.19,"X",,2012,865.069,"X",,2017,877.459,"X",,,,"",
"Fiji","Gross Domestic Product (GDP) (current US$)",1992,1.535316486E9,"X",,1997,2.12349614E9,"X",,2002,1.867106046E9,"X",,2007,3.378287465E9,"X",,2012,3.972027667E9,"X",,2017,5.353468384E9,"X",,,,"",
"Fiji","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,0.1747271992,"E",,1997,0.2443755894,"E",,2002,0.290647986,"E",,2007,0.2973730298,"I",,2012,0.2973730298,"I",,2017,0.2973730298,"I",,,,"",
"Fiji","Agricultural water withdrawal as % of total renewable water resources (%)",1992,0.1061565405,"E",,1997,0.1492657955,"E",,2002,0.1751313485,"E",,2007,0.1751313485,"I",,2012,0.1751313485,"I",,2017,0.1751313485,"I",,,,"",
"Fiji","SDG 6.4.2. Water Stress (%)",1992,0.1747271992,"E",,1997,0.2443755894,"E",,2002,0.290647986,"E",,2007,0.2973730298,"I",,2012,0.2973730298,"I",,2017,0.2973730298,"I",,,,"",
"Fiji","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,35.5022283222,"I",,2012,35.7283136382,"I",,2017,40.9497071917,"I",,,,"",
"Fiji","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,0.2604761222,"E",,2012,0.2199448355,"E",,2017,0.2995036692,"E",,,,"",
"Fiji","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,65.910918948,"E",,1997,64.4854244378,"E",,2002,63.5956251619,"E",,2007,57.9578094653,"E",,2012,62.5026593835,"E",,2017,72.2703071056,"E",,,,"",
"Fiji","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,152.0486605796,"E",,1997,106.8730230246,"E",,2002,98.704965194,"E",,2007,96.6292651219,"E",,2012,95.7435200012,"E",,2017,109.4015813796,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Finland","Total population (1000 inhab)",1992,5044.925,"X",,1997,5151.746,"X",,2002,5213.366,"X",,2007,5297.739,"X",,2012,5414.77,"X",,2017,5511.371,"X",,,,"",
"Finland","Gross Domestic Product (GDP) (current US$)",1992,1.125343527E11,"X",,1997,1.26906819427E11,"X",,2002,1.39744733982E11,"X",,2007,2.56039417632E11,"X",,2012,2.58304834622E11,"X",,2017,2.55065064429E11,"X",,,,"",
"Finland","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,2.2096363636,"I",,1997,2.2335,"E",,2002,3.7738831169,"E",,2007,5.9654545455,"I",,2012,5.9654545455,"I",,2017,5.9654545455,"I",,,,"",
"Finland","Agricultural water withdrawal as % of total renewable water resources (%)",1992,0.0290909091,"I",,1997,0.0431870913,"E",,2002,0.0454545455,"E",,2007,0.0454545455,"I",,2012,0.0454545455,"I",,2017,0.0454545455,"I",,,,"",
"Finland","SDG 6.4.2. Water Stress (%)",1992,5.7638131373,"E",,1997,5.8260611809,"E",,2002,9.8441342864,"E",,2007,15.5608252312,"E",,2012,15.5608252312,"E",,2017,15.5608252312,"E",,,,"",
"Finland","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,103.333647414,"I",,2017,111.8047093322,"I",,,,"",
"Finland","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,1.0203797986,"E",,2017,0.364372214,"E",,,,"",
"Finland","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,16.865837316,"E",,1997,22.1791495271,"E",,2002,31.6659349299,"E",,2007,42.3024619765,"E",,2012,33.3539060601,"E",,2017,38.0423450724,"E",,,,"",
"Finland","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,200.8354871382,"E",,1997,244.2343519023,"E",,2002,288.9414063658,"E",,2007,342.0468607593,"E",,2012,367.4954871116,"E",,2017,387.037926862,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"France","Total population (1000 inhab)",1992,57147.213,"X",,1997,58220.659,"X",,2002,59803.441,"X",,2007,61869.227,"X",,2012,63564.221,"X",,2017,64842.509,"X",,,,"",
"France","Gross Domestic Product (GDP) (current US$)",1992,1.401401633694E12,"X",,1997,1.452888333012E12,"X",,2002,1.494354627461E12,"X",,2007,2.657076867804E12,"X",,2012,2.683825225093E12,"X",,2017,2.592689469914E12,"X",,,,"",
"France","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,18.5872037915,"E",,1997,14.3748815166,"E",,2002,15.3336492891,"E",,2007,14.6881516588,"E",,2012,13.3,"E",,2017,12.5289099526,"E",,,,"",
"France","Agricultural water withdrawal as % of total renewable water resources (%)",1992,2.3312796209,"E",,1997,1.5876777251,"E",,2002,2.0336492891,"E",,2007,1.8639810427,"E",,2012,1.3805687204,"E",,2017,1.4753554502,"I",,,,"",
"France","SDG 6.4.2. Water Stress (%)",1992,34.3333625142,"E",,1997,26.5525693776,"E",,2002,28.3235577344,"E",,2007,27.1312264729,"E",,2012,24.567101462,"E",,2017,23.1427821063,"E",,,,"",
"France","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,65.6522999799,"I",,2012,74.77727936,"I",,2017,83.6245175571,"I",,,,"",
"France","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,1.2529490885,"E",,2012,1.7478312727,"E",,2017,1.6365436447,"E",,,,"",
"France","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,12.8286075965,"E",,1997,16.6375472131,"E",,2002,17.3898464183,"E",,2007,18.377245758,"E",,2012,18.8783314048,"E",,2017,20.9417577994,"E",,,,"",
"France","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,188.8546879742,"E",,1997,211.5595269611,"E",,2002,246.9980353742,"E",,2007,291.4847966453,"E",,2012,319.7321089798,"E",,2017,352.7879286475,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Gabon","Total population (1000 inhab)",1992,1002.579,"X",,1997,1141.338,"X",,2002,1288.315,"X",,2007,1472.575,"X",,2012,1749.682,"X",,2017,2064.823,"X",,,,"",
"Gabon","Gross Domestic Product (GDP) (current US$)",1992,6.224479113E9,"X",,1997,5.951611064E9,"X",,2002,5.40331383E9,"X",,2007,1.2438957208E10,"X",,2012,1.7171467261E10,"X",,2017,1.4929474265E10,"X",,,,"",
"Gabon","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,0.050115848,"I",,1997,0.0640871177,"I",,2002,0.077,"I",,2007,0.0837951807,"I",,2012,0.0837951807,"I",,2017,0.0837951807,"I",,,,"",
"Gabon","Agricultural water withdrawal as % of total renewable water resources (%)",1992,0.0106719184,"I",,1997,0.0191751622,"I",,2002,0.0242771084,"I",,2007,0.0242771084,"I",,2012,0.0242771084,"I",,2017,0.0242771084,"I",,,,"",
"Gabon","SDG 6.4.2. Water Stress (%)",1992,0.3003332408,"E",,1997,0.3840599833,"E",,2002,0.4614440433,"E",,2007,0.502166065,"E",,2012,0.502166065,"E",,2017,0.502166065,"E",,,,"",
"Gabon","SDG 6.4.1. Water Use Efficiency (US$/m3)",1992,91.1439907004,"E",,1997,87.2875594844,"E",,2002,69.2504858355,"E",,2007,70.1233601077,"E",,2012,81.1910771394,"E",,2017,94.789870708,"E",,,,"",
"Gabon","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,0.4559091544,"E",,1997,0.2553751255,"E",,2002,0.1709463459,"E",,2007,0.1626543672,"E",,2012,0.1280705515,"E",,2017,0.2361231651,"E",,,,"",
"Gabon","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,272.9989559241,"E",,1997,468.5633990577,"E",,2002,391.9349553378,"E",,2007,434.4121934023,"E",,2012,517.1422955557,"E",,2017,462.6100896406,"E",,,,"",
"Gabon","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,78.5326747472,"E",,1997,59.6391398293,"E",,2002,52.6833651272,"E",,2007,42.7673257734,"E",,2012,47.1878538316,"E",,2017,78.5472607791,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Gambia","Total population (1000 inhab)",1992,1027.475,"X",,1997,1200.526,"X",,2002,1404.261,"X",,2007,1639.848,"X",,2012,1905.013,"X",,2017,2213.889,"X",,,,"",
"Gambia","Gross Domestic Product (GDP) (current US$)",1992,1.187038577E9,"X",,1997,1.33558014E9,"X",,2002,9.6098584E8,"X",,2007,1.279703031E9,"X",,2012,1.415004744E9,"X",,2017,1.504954083E9,"X",,,,"",
"Gambia","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,0.7481617647,"E",,1997,0.9972426471,"E",,2002,1.18675,"E",,2007,1.27,"E",,2012,1.27,"E",,2017,1.27,"E",,,,"",
"Gambia","Agricultural water withdrawal as % of total renewable water resources (%)",1992,0.3819117647,"I",,1997,0.4591176471,"I",,2002,0.49,"I",,2007,0.49,"I",,2012,0.49,"I",,2017,0.49,"I",,,,"",
"Gambia","SDG 6.4.2. Water Stress (%)",1992,1.301716859,"E",,1997,1.7350894251,"E",,2002,2.0648107873,"E",,2007,2.2096563723,"E",,2012,2.2096563723,"E",,2017,2.2096563723,"E",,,,"",
"Gambia","SDG 6.4.1. Water Use Efficiency (US$/m3)",1992,12.341646638,"I",,1997,8.5966562076,"I",,2002,8.080211783,"I",,2007,7.6962776768,"I",,2012,8.5621310245,"I",,2017,10.3608805542,"I",,,,"",
"Gambia","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,0.0532924922,"E",,1997,0.0435420619,"E",,2002,0.0861801577,"E",,2007,0.0742461228,"E",,2012,0.069421512,"E",,2017,0.0600258712,"E",,,,"",
"Gambia","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,10.2235126367,"E",,1997,7.3446024686,"E",,2002,6.6318008084,"E",,2007,5.3925663403,"E",,2012,6.3935538195,"E",,2017,11.3876525628,"E",,,,"",
"Gambia","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,32.7110065744,"E",,1997,20.2662560014,"E",,2002,17.3352355568,"E",,2007,16.1337125616,"E",,2012,17.7584429089,"E",,2017,19.6333547529,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Georgia","Total population (1000 inhab)",1992,5303.929,"X",,1997,4709.607,"X",,2002,4258.571,"X",,2007,4166.867,"X",,2012,4064.106,"X",,2017,4008.716,"X",,,,"",
"Georgia","Gross Domestic Product (GDP) (current US$)",1992,4.098311495E9,"X",,1997,3.693015456E9,"X",,2002,3.572285321E9,"X",,2007,1.0701691611E10,"X",,2012,1.6488836127E10,"X",,2017,1.6242672516E10,"X",,,,"",
"Georgia","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,4.9857992526,"E",,1997,3.7601031633,"E",,2002,2.9599242065,"E",,2007,2.8733091215,"I",,2012,2.8785725565,"I",,2017,2.8785725565,"I",,,,"",
"Georgia","Agricultural water withdrawal as % of total renewable water resources (%)",1992,3.0179483131,"E",,1997,2.4979209432,"E",,2002,1.9778935733,"E",,2007,1.6720028258,"E",,2012,1.675065663,"E",,2017,1.675065663,"E",,,,"",
"Georgia","SDG 6.4.2. Water Stress (%)",1992,10.2850380022,"E",,1997,7.7565906623,"E",,2002,6.1059283388,"E",,2007,5.9272529859,"E",,2012,5.9381107492,"E",,2017,5.9381107492,"E",,,,"",
"Georgia","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,4.8582568019,"I",,2012,6.1790217106,"I",,2017,7.3503286561,"I",,,,"",
"Georgia","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,0.3749382272,"E",,2012,0.3907399772,"E",,2017,0.3919257576,"E",,,,"",
